sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
-2.0,114.0,56.0,-240.0,1.0,-344.0,-380.0,-524.0,138.0,-99.0
-45.0,78.0,177.0,-235.0,6.0,-323.0,-328.0,-598.0,59.0,-88.0
-94.0,51.0,244.0,-110.0,1.0,-21.0,-234.0,-341.0,9.0,-71.0
-91.0,33.0,210.0,96.0,-3.0,199.0,-154.0,-214.0,-74.0,-40.0
-82.0,58.0,157.0,202.0,-8.0,159.0,-56.0,-22.0,-121.0,-41.0
-75.0,67.0,131.0,88.0,-10.0,29.0,48.0,97.0,-81.0,-39.0
-58.0,15.0,154.0,41.0,-6.0,-10.0,154.0,234.0,-100.0,-3.0
-15.0,-4.0,175.0,10.0,0.0,-81.0,204.0,375.0,-117.0,-2.0
-15.0,48.0,112.0,-60.0,3.0,-168.0,197.0,242.0,-113.0,-7.0
-65.0,107.0,14.0,-305.0,-1.0,-223.0,199.0,232.0,-66.0,-1.0
-82.0,81.0,-66.0,-295.0,-10.0,-112.0,130.0,33.0,-20.0,-3.0
-93.0,0.0,-186.0,-121.0,-22.0,7.0,11.0,-62.0,-20.0,-17.0
-86.0,-65.0,-294.0,-109.0,-35.0,103.0,-116.0,-125.0,-34.0,-22.0
-105.0,-96.0,-353.0,-65.0,-42.0,298.0,-267.0,-216.0,-103.0,-13.0
-86.0,-54.0,-404.0,-127.0,-48.0,475.0,-330.0,-18.0,-118.0,-20.0
-82.0,27.0,-418.0,-148.0,-51.0,495.0,-261.0,-5.0,-39.0,-10.0
-36.0,106.0,-396.0,-48.0,-45.0,225.0,-120.0,112.0,21.0,0.0
-3.0,117.0,-321.0,29.0,-30.0,42.0,62.0,134.0,-12.0,10.0
-31.0,-5.0,-184.0,44.0,-18.0,-43.0,239.0,162.0,-70.0,21.0
41.0,-101.0,-47.0,-19.0,-18.0,-118.0,336.0,223.0,-32.0,19.0
42.0,-70.0,86.0,-107.0,-15.0,-79.0,306.0,25.0,-9.0,34.0
17.0,-59.0,150.0,-139.0,3.0,-81.0,241.0,-96.0,-60.0,18.0
-20.0,-111.0,121.0,-71.0,24.0,-12.0,227.0,-338.0,-78.0,-16.0
-48.0,-78.0,76.0,56.0,34.0,-59.0,241.0,-327.0,-61.0,-33.0
-41.0,36.0,-10.0,62.0,29.0,-265.0,271.0,-192.0,-19.0,-42.0
-26.0,123.0,-130.0,-52.0,14.0,-366.0,246.0,-110.0,47.0,-53.0
-2.0,142.0,-215.0,-121.0,-5.0,-341.0,137.0,18.0,93.0,-67.0
23.0,101.0,-297.0,-166.0,-23.0,-173.0,-13.0,-25.0,75.0,-49.0
43.0,95.0,-395.0,-131.0,-30.0,58.0,-160.0,49.0,55.0,-44.0
52.0,111.0,-425.0,-27.0,-30.0,229.0,-252.0,11.0,75.0,-63.0
74.0,115.0,-392.0,-20.0,-20.0,310.0,-286.0,97.0,131.0,-51.0
23.0,68.0,-346.0,-100.0,-4.0,378.0,-264.0,299.0,200.0,-23.0
61.0,66.0,-298.0,-222.0,9.0,339.0,-213.0,317.0,199.0,-25.0
67.0,120.0,-245.0,-287.0,16.0,10.0,-225.0,338.0,239.0,-39.0
19.0,44.0,-182.0,-245.0,13.0,-245.0,-310.0,145.0,212.0,-21.0
14.0,-62.0,-96.0,-58.0,7.0,-314.0,-368.0,79.0,190.0,-7.0
12.0,-88.0,31.0,190.0,1.0,-293.0,-353.0,-14.0,214.0,-22.0
-1.0,14.0,215.0,288.0,-1.0,-53.0,-291.0,-127.0,78.0,-37.0
-4.0,97.0,390.0,261.0,-6.0,77.0,-171.0,-94.0,-6.0,-35.0
10.0,40.0,455.0,179.0,-10.0,35.0,-21.0,-151.0,-65.0,-56.0
-36.0,-2.0,418.0,16.0,-10.0,-121.0,90.0,48.0,-143.0,-83.0
-46.0,2.0,284.0,-145.0,-1.0,-158.0,203.0,192.0,-242.0,-71.0
-59.0,-8.0,94.0,-193.0,22.0,0.0,253.0,330.0,-282.0,-64.0
-65.0,-128.0,-26.0,-161.0,48.0,-61.0,234.0,448.0,-236.0,-79.0
-96.0,-189.0,-82.0,-147.0,67.0,32.0,240.0,402.0,-254.0,-87.0
-66.0,-97.0,-47.0,-205.0,66.0,219.0,218.0,327.0,-250.0,-72.0
-90.0,-96.0,52.0,-154.0,45.0,182.0,137.0,118.0,-282.0,-76.0
-84.0,-243.0,171.0,-69.0,15.0,148.0,-21.0,136.0,-258.0,-87.0
-76.0,-344.0,251.0,-111.0,-12.0,36.0,-182.0,-3.0,-161.0,-82.0
-143.0,-274.0,173.0,-210.0,-27.0,-112.0,-290.0,-164.0,-124.0,-75.0
-67.0,-198.0,14.0,-314.0,-34.0,-206.0,-345.0,-188.0,-89.0,-77.0
-69.0,-187.0,-133.0,-308.0,-32.0,-223.0,-319.0,-402.0,-4.0,-89.0
-28.0,-60.0,-210.0,-218.0,-26.0,-238.0,-238.0,-376.0,0.0,-63.0
-53.0,183.0,-248.0,-190.0,-13.0,-196.0,-116.0,-330.0,-11.0,-40.0
-67.0,408.0,-257.0,-131.0,4.0,-15.0,11.0,-160.0,147.0,-22.0
-52.0,462.0,-276.0,4.0,19.0,87.0,134.0,44.0,156.0,1.0
9.0,358.0,-307.0,51.0,30.0,109.0,207.0,169.0,182.0,15.0
16.0,306.0,-242.0,77.0,37.0,108.0,216.0,336.0,205.0,30.0
-62.0,267.0,-146.0,42.0,33.0,58.0,228.0,253.0,128.0,48.0
10.0,129.0,0.0,58.0,17.0,-4.0,199.0,282.0,192.0,78.0
-1.0,15.0,87.0,124.0,0.0,57.0,118.0,208.0,76.0,72.0
36.0,34.0,49.0,10.0,-19.0,208.0,-11.0,84.0,24.0,87.0
-19.0,55.0,-58.0,-62.0,-38.0,308.0,-167.0,-48.0,35.0,136.0
0.0,-2.0,-192.0,-99.0,-52.0,286.0,-274.0,-218.0,40.0,148.0
60.0,-48.0,-271.0,-115.0,-59.0,160.0,-311.0,-216.0,57.0,177.0
28.0,-10.0,-352.0,-190.0,-48.0,31.0,-277.0,-378.0,14.0,215.0
-21.0,84.0,-435.0,-245.0,-18.0,-62.0,-217.0,-275.0,25.0,231.0
-66.0,86.0,-483.0,-78.0,17.0,-75.0,-160.0,-206.0,-88.0,222.0
35.0,37.0,-467.0,-17.0,44.0,-108.0,-61.0,-219.0,-111.0,201.0
17.0,142.0,-344.0,37.0,55.0,-21.0,98.0,-79.0,-115.0,210.0
-6.0,323.0,-212.0,155.0,54.0,136.0,257.0,-75.0,-105.0,209.0
-63.0,325.0,-143.0,81.0,42.0,114.0,370.0,134.0,-94.0,175.0
-5.0,189.0,-73.0,30.0,31.0,0.0,448.0,242.0,-153.0,167.0
67.0,90.0,0.0,14.0,33.0,-39.0,464.0,412.0,-146.0,190.0
-22.0,32.0,26.0,-81.0,39.0,234.0,357.0,563.0,-160.0,183.0
-75.0,-15.0,14.0,-58.0,43.0,471.0,177.0,415.0,-90.0,149.0
-41.0,-89.0,-15.0,52.0,34.0,277.0,13.0,319.0,-61.0,138.0
40.0,-122.0,-73.0,83.0,11.0,25.0,-136.0,136.0,-76.0,146.0
2.0,-84.0,-142.0,72.0,-11.0,-36.0,-229.0,25.0,-60.0,134.0
-52.0,-101.0,-177.0,105.0,-36.0,-5.0,-203.0,-203.0,-93.0,120.0
-54.0,-174.0,-173.0,132.0,-61.0,-4.0,-52.0,-399.0,-47.0,120.0
30.0,-143.0,-174.0,65.0,-79.0,-144.0,150.0,-430.0,-118.0,119.0
66.0,12.0,-147.0,44.0,-85.0,-222.0,285.0,-541.0,-155.0,89.0
9.0,117.0,-106.0,44.0,-81.0,-162.0,285.0,-354.0,-26.0,43.0
59.0,98.0,-84.0,-13.0,-67.0,-127.0,173.0,-149.0,-93.0,22.0
100.0,94.0,20.0,-107.0,-51.0,-104.0,17.0,81.0,-7.0,-14.0
84.0,171.0,122.0,-179.0,-37.0,-56.0,-107.0,212.0,76.0,-56.0
72.0,175.0,115.0,-128.0,-23.0,65.0,-171.0,121.0,31.0,-83.0
43.0,96.0,52.0,-65.0,-7.0,1.0,-212.0,75.0,151.0,-111.0
65.0,46.0,3.0,21.0,11.0,-117.0,-185.0,-138.0,118.0,-111.0
79.0,7.0,-53.0,71.0,32.0,-58.0,-86.0,-201.0,53.0,-112.0
87.0,-78.0,-123.0,96.0,51.0,-83.0,-18.0,-345.0,84.0,-90.0
52.0,-195.0,-148.0,171.0,68.0,-145.0,-53.0,-463.0,109.0,-46.0
45.0,-181.0,-182.0,241.0,71.0,-167.0,-117.0,-423.0,130.0,-47.0
74.0,21.0,-173.0,299.0,61.0,-44.0,-60.0,-402.0,121.0,-38.0
91.0,185.0,-151.0,266.0,42.0,18.0,30.0,-66.0,114.0,11.0
113.0,204.0,-172.0,252.0,17.0,-116.0,37.0,83.0,109.0,29.0
93.0,215.0,-229.0,147.0,-10.0,-219.0,-5.0,181.0,-42.0,29.0
161.0,310.0,-301.0,-76.0,-35.0,-200.0,-45.0,175.0,-163.0,63.0
114.0,389.0,-338.0,-221.0,-48.0,-88.0,-29.0,-18.0,-173.0,122.0
97.0,283.0,-413.0,-270.0,-45.0,-2.0,19.0,-51.0,-259.0,126.0
8.0,120.0,-421.0,-181.0,-26.0,124.0,49.0,-131.0,-196.0,123.0
-68.0,57.0,-329.0,-96.0,5.0,194.0,70.0,-73.0,-120.0,175.0
33.0,39.0,-174.0,-102.0,41.0,251.0,132.0,-97.0,-156.0,186.0
39.0,18.0,3.0,-65.0,74.0,179.0,213.0,-70.0,-173.0,174.0
45.0,-2.0,123.0,6.0,92.0,-18.0,208.0,-5.0,-156.0,191.0
37.0,55.0,145.0,16.0,90.0,-8.0,134.0,-35.0,-109.0,233.0
50.0,122.0,61.0,48.0,69.0,-21.0,128.0,38.0,-114.0,235.0
10.0,89.0,31.0,159.0,44.0,-66.0,220.0,-123.0,-95.0,198.0
41.0,32.0,-24.0,314.0,36.0,-77.0,333.0,-225.0,-81.0,215.0
-28.0,78.0,-85.0,386.0,33.0,-68.0,428.0,-319.0,-1.0,218.0
-34.0,122.0,-116.0,385.0,24.0,-35.0,496.0,-249.0,88.0,169.0
2.0,34.0,-249.0,343.0,14.0,-58.0,494.0,22.0,103.0,121.0
-72.0,-10.0,-301.0,276.0,6.0,-73.0,382.0,90.0,118.0,130.0
-41.0,58.0,-270.0,229.0,5.0,-38.0,183.0,205.0,108.0,116.0
-86.0,113.0,-252.0,190.0,6.0,120.0,-46.0,175.0,241.0,39.0
-13.0,119.0,-248.0,243.0,-2.0,223.0,-248.0,118.0,236.0,22.0
35.0,106.0,-112.0,203.0,-17.0,137.0,-366.0,-64.0,182.0,54.0
0.0,87.0,120.0,26.0,-25.0,8.0,-432.0,-312.0,238.0,55.0
-40.0,81.0,126.0,-214.0,-30.0,73.0,-481.0,-378.0,235.0,39.0
8.0,7.0,-50.0,-376.0,-34.0,191.0,-518.0,-528.0,196.0,87.0
6.0,-156.0,-260.0,-346.0,-34.0,-4.0,-537.0,-460.0,31.0,138.0
-24.0,-179.0,-390.0,-321.0,-26.0,-219.0,-485.0,-471.0,-35.0,120.0
54.0,-106.0,-413.0,-270.0,-15.0,-292.0,-364.0,-508.0,-110.0,119.0
11.0,-176.0,-271.0,-160.0,-13.0,-267.0,-190.0,-356.0,-128.0,169.0
43.0,-270.0,-30.0,-50.0,-22.0,-257.0,46.0,-264.0,-100.0,170.0
83.0,-242.0,145.0,76.0,-35.0,-337.0,314.0,-24.0,-200.0,111.0
14.0,-163.0,295.0,220.0,-47.0,-141.0,528.0,140.0,-231.0,131.0
29.0,-188.0,304.0,266.0,-55.0,106.0,573.0,384.0,-254.0,166.0
86.0,-306.0,217.0,224.0,-63.0,58.0,504.0,437.0,-215.0,134.0
65.0,-341.0,29.0,211.0,-68.0,-31.0,451.0,149.0,-234.0,114.0
80.0,-228.0,-112.0,200.0,-61.0,66.0,440.0,-55.0,-236.0,133.0
43.0,-71.0,-128.0,162.0,-45.0,121.0,416.0,-314.0,-118.0,154.0
53.0,-47.0,-185.0,114.0,-28.0,55.0,300.0,-402.0,-65.0,125.0
60.0,-26.0,-134.0,52.0,-17.0,10.0,126.0,-487.0,-76.0,131.0
29.0,149.0,-93.0,30.0,-15.0,-31.0,-65.0,-393.0,-54.0,188.0
30.0,297.0,-74.0,84.0,-24.0,93.0,-275.0,-138.0,-10.0,200.0
42.0,322.0,-51.0,69.0,-40.0,162.0,-421.0,97.0,-23.0,214.0
58.0,350.0,-24.0,-82.0,-52.0,42.0,-453.0,450.0,-8.0,257.0
37.0,422.0,1.0,-190.0,-52.0,-41.0,-342.0,491.0,75.0,305.0
47.0,420.0,-113.0,-159.0,-42.0,-197.0,-131.0,521.0,127.0,303.0
-1.0,328.0,-178.0,-141.0,-25.0,-396.0,3.0,388.0,95.0,273.0
67.0,187.0,-212.0,-162.0,-6.0,-394.0,20.0,177.0,146.0,287.0
29.0,71.0,-259.0,-224.0,11.0,-225.0,6.0,134.0,161.0,279.0
0.0,1.0,-279.0,-358.0,17.0,-99.0,-21.0,-101.0,201.0,232.0
-5.0,-130.0,-223.0,-428.0,14.0,118.0,-112.0,-266.0,274.0,187.0
-45.0,-288.0,-70.0,-359.0,5.0,509.0,-216.0,-611.0,115.0,173.0
-16.0,-344.0,104.0,-106.0,0.0,700.0,-231.0,-814.0,39.0,149.0
-7.0,-312.0,351.0,160.0,5.0,516.0,-138.0,-644.0,-8.0,90.0
-13.0,-313.0,458.0,267.0,14.0,318.0,71.0,-389.0,-19.0,81.0
-43.0,-262.0,407.0,233.0,29.0,194.0,277.0,-14.0,-11.0,98.0
73.0,-96.0,338.0,178.0,42.0,54.0,397.0,199.0,-57.0,80.0
10.0,56.0,312.0,194.0,54.0,-40.0,458.0,521.0,34.0,49.0
26.0,156.0,310.0,228.0,62.0,-228.0,470.0,709.0,93.0,59.0
-26.0,211.0,184.0,294.0,62.0,-277.0,408.0,722.0,217.0,65.0
-18.0,255.0,41.0,233.0,65.0,-156.0,284.0,657.0,231.0,22.0
61.0,269.0,-130.0,128.0,70.0,-70.0,206.0,273.0,173.0,18.0
30.0,213.0,-333.0,147.0,74.0,93.0,152.0,16.0,266.0,59.0
72.0,111.0,-574.0,89.0,73.0,259.0,70.0,-295.0,218.0,57.0
-5.0,59.0,-725.0,49.0,65.0,429.0,-35.0,-558.0,191.0,45.0
79.0,71.0,-641.0,45.0,49.0,457.0,-95.0,-716.0,126.0,86.0
37.0,2.0,-453.0,106.0,26.0,266.0,-42.0,-803.0,68.0,116.0
120.0,-132.0,-136.0,109.0,1.0,47.0,-23.0,-746.0,95.0,107.0
96.0,-232.0,89.0,-72.0,-22.0,-63.0,-77.0,-790.0,-5.0,130.0
109.0,-287.0,101.0,-148.0,-33.0,-87.0,-123.0,-478.0,47.0,166.0
179.0,-299.0,15.0,-261.0,-27.0,-243.0,-141.0,-173.0,10.0,154.0
94.0,-239.0,-86.0,-294.0,-20.0,-429.0,-144.0,99.0,4.0,135.0
142.0,-91.0,-146.0,-201.0,-17.0,-607.0,-148.0,478.0,72.0,149.0
34.0,110.0,-219.0,-192.0,-11.0,-591.0,-174.0,565.0,7.0,137.0
131.0,256.0,-199.0,-159.0,-12.0,-475.0,-183.0,665.0,63.0,84.0
122.0,304.0,-116.0,-295.0,-18.0,-511.0,-140.0,594.0,-53.0,52.0
132.0,346.0,-51.0,-381.0,-22.0,-344.0,-99.0,480.0,1.0,49.0
66.0,416.0,-36.0,-229.0,-18.0,-125.0,-57.0,247.0,90.0,13.0
69.0,440.0,-115.0,-130.0,-6.0,68.0,14.0,-24.0,32.0,-19.0
146.0,385.0,-114.0,40.0,3.0,166.0,130.0,-114.0,139.0,-3.0
83.0,330.0,-18.0,245.0,2.0,68.0,266.0,-314.0,161.0,-7.0
88.0,304.0,175.0,317.0,-1.0,74.0,392.0,-254.0,262.0,-17.0
-9.0,186.0,388.0,309.0,1.0,-22.0,501.0,-295.0,251.0,-12.0
74.0,-56.0,380.0,266.0,8.0,-267.0,582.0,-284.0,220.0,13.0
-33.0,-196.0,243.0,222.0,12.0,-401.0,605.0,-118.0,193.0,44.0
-50.0,-127.0,88.0,180.0,16.0,-369.0,495.0,-72.0,55.0,37.0
-20.0,-96.0,-58.0,147.0,31.0,-417.0,247.0,218.0,-18.0,62.0
14.0,-258.0,-143.0,80.0,51.0,-546.0,-10.0,284.0,-152.0,101.0
83.0,-379.0,-185.0,124.0,61.0,-350.0,-176.0,306.0,-181.0,108.0
36.0,-283.0,-225.0,128.0,65.0,-9.0,-241.0,258.0,-171.0,136.0
10.0,-108.0,-261.0,9.0,63.0,149.0,-232.0,107.0,-123.0,173.0
-29.0,-20.0,-227.0,-68.0,52.0,-88.0,-190.0,129.0,-71.0,197.0
91.0,1.0,-166.0,-294.0,35.0,-402.0,-110.0,20.0,-93.0,205.0
0.0,120.0,-86.0,-411.0,16.0,-355.0,-24.0,44.0,-82.0,230.0
20.0,239.0,4.0,-351.0,3.0,-284.0,23.0,22.0,-63.0,257.0
0.0,187.0,53.0,-304.0,-13.0,-181.0,66.0,-24.0,6.0,230.0
2.0,68.0,99.0,-224.0,-22.0,-150.0,119.0,-101.0,54.0,218.0
61.0,-12.0,122.0,-198.0,-16.0,-200.0,193.0,-279.0,116.0,224.0
-18.0,-51.0,155.0,-190.0,-7.0,-222.0,261.0,-301.0,121.0,199.0
49.0,-153.0,220.0,-101.0,9.0,-408.0,283.0,-408.0,78.0,182.0
61.0,-286.0,239.0,57.0,23.0,-488.0,221.0,-393.0,61.0,164.0
65.0,-282.0,189.0,154.0,34.0,-439.0,88.0,-301.0,-2.0,142.0
3.0,-207.0,80.0,273.0,41.0,-426.0,0.0,-158.0,49.0,122.0
43.0,-165.0,-33.0,314.0,40.0,-497.0,-14.0,-40.0,69.0,86.0
3.0,-146.0,-114.0,244.0,35.0,-505.0,12.0,-118.0,0.0,92.0
-26.0,-47.0,-112.0,163.0,20.0,-352.0,97.0,-79.0,22.0,89.0
-30.0,126.0,-117.0,73.0,-1.0,-150.0,207.0,-138.0,-5.0,44.0
-65.0,188.0,-172.0,24.0,-22.0,27.0,286.0,-99.0,14.0,59.0
0.0,182.0,-152.0,-87.0,-44.0,-85.0,278.0,-7.0,36.0,70.0
-13.0,215.0,-132.0,-187.0,-61.0,-331.0,151.0,-51.0,7.0,58.0
28.0,301.0,-128.0,-228.0,-64.0,-333.0,26.0,20.0,5.0,67.0
30.0,361.0,-108.0,-237.0,-51.0,-234.0,6.0,5.0,-26.0,76.0
53.0,332.0,-113.0,-224.0,-23.0,-208.0,39.0,92.0,13.0,100.0
50.0,301.0,-111.0,-189.0,5.0,-283.0,82.0,86.0,16.0,109.0
62.0,273.0,-70.0,-179.0,16.0,-328.0,135.0,-3.0,-60.0,110.0
41.0,235.0,-11.0,-63.0,9.0,-238.0,207.0,12.0,-146.0,102.0
21.0,146.0,41.0,130.0,-9.0,-260.0,273.0,-33.0,-158.0,77.0
63.0,58.0,67.0,211.0,-30.0,-335.0,285.0,114.0,-190.0,77.0
14.0,76.0,20.0,395.0,-45.0,-281.0,222.0,171.0,-256.0,73.0
42.0,75.0,11.0,527.0,-53.0,-152.0,134.0,201.0,-239.0,48.0
92.0,-9.0,38.0,422.0,-47.0,-132.0,84.0,118.0,-190.0,47.0
131.0,-25.0,-27.0,359.0,-29.0,-231.0,17.0,-84.0,-120.0,73.0
144.0,42.0,-70.0,296.0,-14.0,-210.0,-51.0,-153.0,-167.0,93.0
110.0,20.0,-11.0,129.0,-9.0,-125.0,-112.0,-297.0,-107.0,101.0
75.0,-117.0,74.0,0.0,-18.0,15.0,-129.0,-267.0,-77.0,128.0
86.0,-232.0,147.0,-114.0,-35.0,148.0,-35.0,-310.0,-62.0,169.0
59.0,-210.0,253.0,-107.0,-53.0,100.0,-1.0,-203.0,52.0,189.0
25.0,-119.0,307.0,-94.0,-63.0,-127.0,-53.0,86.0,13.0,185.0
38.0,-60.0,230.0,-155.0,-62.0,-335.0,-88.0,315.0,34.0,190.0
30.0,-75.0,109.0,-211.0,-51.0,-249.0,-24.0,674.0,-12.0,194.0
53.0,-96.0,0.0,-257.0,-31.0,-128.0,144.0,724.0,50.0,177.0
47.0,-95.0,-27.0,-166.0,-7.0,-152.0,274.0,663.0,88.0,169.0
56.0,-147.0,0.0,-124.0,13.0,-44.0,316.0,474.0,-10.0,161.0
103.0,-139.0,58.0,-75.0,26.0,80.0,327.0,229.0,-10.0,137.0
130.0,-37.0,106.0,20.0,34.0,231.0,398.0,160.0,-76.0,110.0
78.0,9.0,89.0,36.0,40.0,365.0,428.0,-64.0,-59.0,92.0
79.0,-54.0,46.0,-15.0,39.0,228.0,358.0,-203.0,-100.0,63.0
86.0,-91.0,6.0,-82.0,27.0,129.0,289.0,-345.0,-85.0,39.0
44.0,-68.0,8.0,-148.0,11.0,143.0,240.0,-469.0,-127.0,25.0
62.0,-101.0,35.0,-301.0,-2.0,151.0,215.0,-465.0,-177.0,29.0
30.0,-182.0,95.0,-352.0,-9.0,50.0,123.0,-393.0,-85.0,58.0
46.0,-251.0,96.0,-264.0,-10.0,-45.0,4.0,-236.0,-127.0,73.0
23.0,-158.0,36.0,-162.0,-6.0,-85.0,-34.0,-195.0,-40.0,96.0
-4.0,22.0,-43.0,-92.0,6.0,-256.0,-38.0,64.0,0.0,117.0
27.0,53.0,-130.0,-38.0,23.0,-303.0,-68.0,291.0,21.0,133.0
32.0,-37.0,-67.0,7.0,42.0,-191.0,-84.0,363.0,50.0,133.0
39.0,-91.0,38.0,-49.0,59.0,31.0,0.0,454.0,53.0,123.0
8.0,-66.0,164.0,-77.0,68.0,251.0,127.0,284.0,154.0,123.0
1.0,-80.0,291.0,-55.0,66.0,339.0,228.0,142.0,70.0,97.0
-4.0,-172.0,295.0,-66.0,56.0,309.0,278.0,-70.0,21.0,57.0
41.0,-208.0,221.0,-48.0,40.0,273.0,263.0,-179.0,2.0,50.0
54.0,-107.0,70.0,-59.0,22.0,268.0,255.0,-149.0,0.0,41.0
91.0,-12.0,-47.0,-89.0,0.0,195.0,289.0,-171.0,66.0,-13.0
156.0,-18.0,-142.0,-17.0,-16.0,164.0,272.0,-118.0,-40.0,-29.0
133.0,12.0,-196.0,87.0,-19.0,19.0,204.0,-136.0,-45.0,-12.0
150.0,155.0,-161.0,177.0,-14.0,-223.0,128.0,-38.0,-59.0,-26.0
148.0,257.0,-172.0,311.0,-10.0,-383.0,76.0,-36.0,-143.0,-49.0
168.0,260.0,-207.0,320.0,-13.0,-359.0,84.0,-38.0,-134.0,-48.0
184.0,272.0,-203.0,268.0,-12.0,-89.0,58.0,-11.0,-172.0,-37.0
195.0,353.0,-69.0,178.0,-1.0,154.0,4.0,-103.0,-127.0,-67.0
169.0,393.0,125.0,-15.0,9.0,117.0,-24.0,-35.0,-138.0,-78.0
156.0,287.0,327.0,-132.0,12.0,42.0,-74.0,-27.0,-151.0,-53.0
181.0,142.0,562.0,-160.0,11.0,16.0,-139.0,157.0,-97.0,-63.0
172.0,42.0,706.0,-81.0,13.0,-114.0,-166.0,339.0,-125.0,-84.0
166.0,-43.0,726.0,-65.0,12.0,-140.0,-112.0,343.0,-53.0,-47.0
128.0,-195.0,584.0,-75.0,9.0,-118.0,-8.0,330.0,-99.0,-16.0
142.0,-300.0,325.0,-6.0,5.0,4.0,110.0,142.0,-158.0,-27.0
149.0,-212.0,67.0,72.0,8.0,66.0,212.0,96.0,-11.0,-19.0
146.0,-126.0,-153.0,203.0,14.0,-77.0,249.0,46.0,-9.0,-11.0
117.0,-149.0,-331.0,284.0,23.0,-93.0,235.0,49.0,-10.0,-10.0
123.0,-173.0,-458.0,271.0,37.0,-6.0,180.0,64.0,20.0,-32.0
112.0,-163.0,-476.0,157.0,45.0,131.0,95.0,-81.0,20.0,-48.0
126.0,-236.0,-441.0,70.0,43.0,143.0,40.0,-164.0,19.0,-53.0
139.0,-369.0,-368.0,100.0,28.0,22.0,10.0,-242.0,-69.0,-106.0
95.0,-373.0,-236.0,113.0,7.0,-39.0,12.0,-59.0,-71.0,-145.0
130.0,-210.0,-172.0,39.0,-7.0,-10.0,40.0,127.0,-49.0,-140.0
87.0,48.0,-96.0,-42.0,-17.0,-28.0,38.0,303.0,-71.0,-164.0
102.0,258.0,22.0,-96.0,-20.0,-69.0,71.0,441.0,-70.0,-195.0
68.0,348.0,127.0,-38.0,-28.0,104.0,141.0,266.0,-74.0,-194.0
38.0,377.0,173.0,110.0,-43.0,173.0,173.0,245.0,-164.0,-193.0
53.0,349.0,141.0,134.0,-51.0,139.0,127.0,105.0,-138.0,-178.0
78.0,214.0,135.0,41.0,-44.0,230.0,23.0,66.0,-10.0,-174.0
57.0,36.0,129.0,-107.0,-36.0,254.0,-45.0,182.0,27.0,-145.0
-12.0,-32.0,137.0,-158.0,-36.0,208.0,-36.0,49.0,80.0,-125.0
58.0,-25.0,121.0,-129.0,-33.0,113.0,25.0,-53.0,78.0,-138.0
48.0,-57.0,131.0,-122.0,-19.0,23.0,111.0,-271.0,102.0,-93.0
78.0,-72.0,125.0,-148.0,-6.0,8.0,224.0,-349.0,66.0,-86.0
43.0,-31.0,51.0,-286.0,-1.0,69.0,346.0,-332.0,65.0,-107.0
49.0,-30.0,-2.0,-360.0,3.0,88.0,391.0,-179.0,90.0,-111.0
69.0,-51.0,-88.0,-291.0,13.0,-34.0,328.0,31.0,52.0,-106.0
25.0,-29.0,-48.0,-151.0,19.0,-61.0,242.0,36.0,187.0,-112.0
64.0,21.0,37.0,-38.0,17.0,93.0,206.0,245.0,339.0,-147.0
70.0,95.0,87.0,84.0,10.0,77.0,191.0,293.0,419.0,-142.0
136.0,132.0,106.0,155.0,0.0,-96.0,118.0,264.0,368.0,-135.0
102.0,121.0,15.0,52.0,-8.0,-146.0,15.0,175.0,311.0,-161.0
79.0,71.0,-134.0,6.0,-17.0,-187.0,-54.0,29.0,335.0,-158.0
57.0,-28.0,-248.0,-62.0,-28.0,-154.0,-95.0,49.0,309.0,-121.0
73.0,-142.0,-122.0,-161.0,-35.0,-4.0,-110.0,18.0,161.0,-106.0
132.0,-167.0,122.0,-196.0,-28.0,65.0,-112.0,168.0,89.0,-85.0
132.0,-72.0,311.0,-195.0,-15.0,52.0,-68.0,232.0,85.0,-34.0
166.0,-54.0,298.0,-83.0,-1.0,106.0,-3.0,352.0,45.0,3.0
129.0,-148.0,95.0,-95.0,12.0,175.0,91.0,386.0,92.0,34.0
95.0,-185.0,-120.0,-163.0,27.0,79.0,186.0,181.0,-22.0,69.0
44.0,-138.0,-273.0,-85.0,41.0,-50.0,216.0,147.0,-63.0,104.0
24.0,-105.0,-282.0,-10.0,46.0,-43.0,270.0,-81.0,-60.0,109.0
26.0,-162.0,-253.0,76.0,47.0,-22.0,289.0,-153.0,-92.0,101.0
8.0,-187.0,-164.0,176.0,47.0,-85.0,220.0,-208.0,-58.0,94.0
29.0,-82.0,18.0,162.0,41.0,-177.0,84.0,-308.0,-63.0,82.0
47.0,35.0,109.0,114.0,24.0,-237.0,-102.0,-145.0,-27.0,61.0
52.0,39.0,66.0,26.0,14.0,-70.0,-232.0,-57.0,-59.0,32.0
19.0,-31.0,90.0,-100.0,11.0,91.0,-301.0,101.0,-53.0,7.0
-10.0,-53.0,140.0,-124.0,8.0,-4.0,-289.0,120.0,-32.0,-27.0
-43.0,-40.0,44.0,-72.0,3.0,-35.0,-230.0,177.0,6.0,-45.0
-45.0,-51.0,-12.0,-26.0,9.0,-39.0,-189.0,194.0,-2.0,-45.0
-57.0,-63.0,7.0,-18.0,27.0,-222.0,-61.0,114.0,20.0,-48.0
-115.0,-39.0,54.0,13.0,40.0,-372.0,102.0,219.0,71.0,-45.0
