sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
40.0,187.0,-46.0,-220.0,,-7.0,-618.0,511.0,,
44.0,358.0,-65.0,-205.0,,-239.0,-786.0,-548.0,,
-62.0,394.0,-151.0,-202.0,,-245.0,-920.0,-1524.0,,
-26.0,391.0,-273.0,-144.0,,9.0,-970.0,-2754.0,,
-113.0,331.0,-279.0,-4.0,,-18.0,-1037.0,-2474.0,,
-114.0,186.0,-222.0,-46.0,,-335.0,-917.0,-1188.0,,
-111.0,-23.0,-199.0,-236.0,,-541.0,-749.0,-271.0,,
-85.0,-232.0,-108.0,-191.0,,-465.0,-713.0,-218.0,,
2.0,-358.0,-79.0,-60.0,,-457.0,-565.0,-1683.0,,
-31.0,-451.0,-52.0,-178.0,,-354.0,-327.0,-2488.0,,
-1.0,-551.0,-40.0,-283.0,,-351.0,-168.0,-1625.0,,
-49.0,-618.0,-84.0,-204.0,,-481.0,-230.0,622.0,,
-7.0,-599.0,-60.0,-218.0,,-360.0,-336.0,2869.0,,
-14.0,-441.0,-186.0,-228.0,,-252.0,-341.0,3874.0,,
-32.0,-195.0,-184.0,-155.0,,-97.0,-153.0,3527.0,,
-8.0,-1.0,-266.0,-193.0,,-194.0,34.0,1328.0,,
-25.0,94.0,-319.0,-202.0,,-348.0,-154.0,-530.0,,
-46.0,138.0,-279.0,-145.0,,-359.0,-412.0,-1485.0,,
-104.0,188.0,-265.0,-172.0,,-227.0,-481.0,-2124.0,,
-101.0,219.0,-138.0,-204.0,,54.0,-334.0,-2529.0,,
-136.0,229.0,-78.0,-164.0,,-11.0,-193.0,-3303.0,,
-166.0,300.0,47.0,-74.0,,-59.0,-266.0,-2767.0,,
-196.0,394.0,99.0,11.0,,-93.0,-405.0,-944.0,,
-197.0,405.0,180.0,83.0,,0.0,-443.0,1252.0,,
-173.0,280.0,185.0,109.0,,105.0,-282.0,2110.0,,
-170.0,82.0,199.0,83.0,,15.0,-138.0,938.0,,
-193.0,-97.0,171.0,158.0,,6.0,-94.0,-436.0,,
-189.0,-227.0,143.0,332.0,,-129.0,-122.0,-1116.0,,
-173.0,-269.0,224.0,368.0,,-75.0,-129.0,221.0,,
-187.0,-237.0,120.0,275.0,,-121.0,-40.0,2409.0,,
-202.0,-142.0,154.0,227.0,,-277.0,-79.0,4608.0,,
-232.0,-3.0,89.0,193.0,,-350.0,-244.0,5762.0,,
-209.0,105.0,41.0,96.0,,-287.0,-426.0,3976.0,,
-263.0,155.0,-37.0,22.0,,-85.0,-501.0,454.0,,
-296.0,119.0,-115.0,-40.0,,-228.0,-361.0,-3508.0,,
-317.0,28.0,-150.0,-109.0,,-287.0,-259.0,-5738.0,,
-288.0,-70.0,-288.0,-96.0,,-299.0,-455.0,-6561.0,,
-231.0,-165.0,-256.0,-141.0,,-357.0,-688.0,-6686.0,,
-272.0,-193.0,-300.0,-173.0,,-298.0,-661.0,-5746.0,,
-281.0,-128.0,-214.0,-209.0,,-137.0,-635.0,-4513.0,,
-304.0,-23.0,-124.0,-260.0,,-118.0,-793.0,-1753.0,,
-240.0,54.0,-31.0,-207.0,,-349.0,-889.0,1302.0,,
-215.0,91.0,7.0,-223.0,,-378.0,-851.0,3141.0,,
-177.0,75.0,34.0,-195.0,,-256.0,-738.0,3684.0,,
-133.0,-17.0,182.0,-83.0,,-147.0,-575.0,3518.0,,
-103.0,-133.0,161.0,73.0,,-187.0,-458.0,3996.0,,
-73.0,-230.0,202.0,184.0,,-250.0,-358.0,4225.0,,
-92.0,-302.0,73.0,221.0,,-409.0,-154.0,4135.0,,
-34.0,-347.0,-68.0,176.0,,-490.0,119.0,3342.0,,
-54.0,-372.0,-117.0,23.0,,-342.0,123.0,2202.0,,
0.0,-365.0,-162.0,-37.0,,-270.0,-50.0,1273.0,,
13.0,-303.0,-212.0,-121.0,,-266.0,-35.0,7.0,,
7.0,-169.0,-271.0,-210.0,,-417.0,-24.0,-700.0,,
21.0,-39.0,-179.0,-256.0,,-375.0,-58.0,-1692.0,,
-45.0,66.0,-135.0,-350.0,,-374.0,-29.0,-2995.0,,
-72.0,173.0,-24.0,-334.0,,-525.0,-57.0,-4015.0,,
-91.0,197.0,20.0,-211.0,,-500.0,-17.0,-4262.0,,
-63.0,173.0,93.0,-255.0,,-373.0,110.0,-3388.0,,
-138.0,182.0,175.0,-328.0,,-221.0,11.0,-2424.0,,
-143.0,198.0,163.0,-279.0,,-342.0,-241.0,-901.0,,
-144.0,221.0,92.0,-283.0,,-448.0,-406.0,781.0,,
-124.0,171.0,-93.0,-259.0,,-469.0,-409.0,2786.0,,
-98.0,54.0,-96.0,-190.0,,-373.0,-319.0,4319.0,,
-194.0,-37.0,-119.0,-138.0,,-344.0,-288.0,3992.0,,
-181.0,-148.0,-158.0,-71.0,,-494.0,-191.0,2797.0,,
-211.0,-202.0,-128.0,51.0,,-414.0,-61.0,890.0,,
-182.0,-158.0,-132.0,57.0,,-266.0,-65.0,-279.0,,
-213.0,-99.0,-94.0,47.0,,-93.0,18.0,-554.0,,
-236.0,-52.0,-70.0,183.0,,-47.0,296.0,-563.0,,
-225.0,13.0,-116.0,227.0,,-45.0,458.0,-642.0,,
-242.0,132.0,-113.0,238.0,,-217.0,372.0,-1705.0,,
-205.0,228.0,-134.0,269.0,,-484.0,324.0,-2161.0,,
-259.0,187.0,-206.0,314.0,,-519.0,349.0,-1936.0,,
-181.0,50.0,-180.0,337.0,,-452.0,288.0,-1031.0,,
-155.0,-112.0,-216.0,281.0,,-388.0,166.0,705.0,,
-155.0,-283.0,-175.0,323.0,,-455.0,70.0,2329.0,,
-129.0,-387.0,-116.0,287.0,,-372.0,63.0,3226.0,,
-82.0,-440.0,-87.0,187.0,,-361.0,-85.0,2335.0,,
-49.0,-412.0,-88.0,173.0,,-331.0,-224.0,1204.0,,
-79.0,-257.0,-110.0,190.0,,-173.0,-323.0,369.0,,
-28.0,-23.0,-113.0,281.0,,-44.0,-657.0,-242.0,,
-51.0,195.0,-69.0,249.0,,-156.0,-698.0,-116.0,,
-27.0,280.0,72.0,236.0,,-374.0,-398.0,-227.0,,
-65.0,259.0,104.0,337.0,,-173.0,-275.0,-424.0,,
-58.0,157.0,187.0,408.0,,-120.0,-237.0,-776.0,,
0.0,35.0,143.0,442.0,,-83.0,-64.0,-436.0,,
19.0,41.0,176.0,365.0,,-14.0,126.0,96.0,,
19.0,131.0,168.0,270.0,,-111.0,282.0,-9.0,,
-45.0,200.0,43.0,222.0,,-282.0,571.0,101.0,,
19.0,236.0,62.0,173.0,,-390.0,848.0,271.0,,
-1.0,199.0,-115.0,125.0,,-260.0,875.0,1136.0,,
-75.0,152.0,-78.0,51.0,,-323.0,789.0,1692.0,,
-119.0,180.0,-105.0,-88.0,,-404.0,828.0,1075.0,,
-124.0,229.0,-13.0,-172.0,,-427.0,824.0,-539.0,,
-142.0,256.0,139.0,-293.0,,-270.0,662.0,-1644.0,,
-193.0,267.0,136.0,-442.0,,17.0,625.0,64.0,,
-241.0,227.0,272.0,-453.0,,102.0,698.0,2736.0,,
-297.0,25.0,200.0,-450.0,,-36.0,552.0,4406.0,,
-287.0,-269.0,316.0,-383.0,,-280.0,174.0,4016.0,,
-345.0,-503.0,269.0,-277.0,,-242.0,-71.0,1805.0,,
-407.0,-580.0,175.0,-204.0,,-243.0,-180.0,-702.0,,
-419.0,-511.0,12.0,-64.0,,-304.0,-250.0,-2246.0,,
-354.0,-439.0,-210.0,3.0,,-64.0,-259.0,-1564.0,,
-329.0,-354.0,-194.0,20.0,,145.0,-216.0,-75.0,,
-314.0,-238.0,-296.0,83.0,,1.0,-191.0,1243.0,,
-250.0,-77.0,-172.0,76.0,,-39.0,-362.0,1879.0,,
-202.0,142.0,-208.0,61.0,,241.0,-322.0,1598.0,,
-170.0,312.0,-96.0,40.0,,294.0,-32.0,776.0,,
-166.0,413.0,-86.0,36.0,,27.0,187.0,-1424.0,,
-100.0,421.0,-117.0,7.0,,-133.0,523.0,-3309.0,,
-69.0,350.0,7.0,-42.0,,114.0,828.0,-3739.0,,
-44.0,309.0,-176.0,-13.0,,167.0,861.0,-2719.0,,
-36.0,294.0,-64.0,0.0,,-30.0,648.0,-539.0,,
-32.0,242.0,-172.0,110.0,,39.0,473.0,1533.0,,
-49.0,193.0,-145.0,218.0,,133.0,492.0,3665.0,,
-60.0,217.0,-54.0,291.0,,182.0,472.0,4768.0,,
-90.0,328.0,-6.0,357.0,,369.0,431.0,5221.0,,
-108.0,520.0,119.0,342.0,,558.0,464.0,5511.0,,
-44.0,745.0,-7.0,349.0,,352.0,377.0,4872.0,,
-68.0,859.0,96.0,352.0,,82.0,224.0,3198.0,,
-68.0,806.0,-67.0,333.0,,51.0,173.0,62.0,,
-103.0,623.0,-56.0,239.0,,108.0,152.0,-2483.0,,
-104.0,401.0,-48.0,200.0,,254.0,240.0,-3904.0,,
-132.0,266.0,-117.0,202.0,,382.0,469.0,-3991.0,,
-182.0,149.0,37.0,200.0,,365.0,807.0,-2671.0,,
-122.0,86.0,-20.0,191.0,,102.0,1121.0,-1707.0,,
-95.0,83.0,55.0,129.0,,-36.0,1220.0,-752.0,,
-80.0,72.0,-27.0,197.0,,102.0,1245.0,186.0,,
-150.0,55.0,37.0,238.0,,265.0,1187.0,1273.0,,
-211.0,69.0,11.0,254.0,,290.0,1117.0,1705.0,,
-243.0,71.0,-45.0,245.0,,95.0,1121.0,1882.0,,
-268.0,-45.0,58.0,195.0,,-87.0,1017.0,2499.0,,
-293.0,-162.0,-73.0,249.0,,-56.0,819.0,1825.0,,
-259.0,-325.0,-10.0,176.0,,62.0,750.0,1328.0,,
-179.0,-535.0,-98.0,60.0,,87.0,901.0,933.0,,
-176.0,-659.0,-119.0,-24.0,,135.0,890.0,591.0,,
-161.0,-659.0,-162.0,-110.0,,322.0,532.0,1193.0,,
-182.0,-627.0,-204.0,-87.0,,420.0,222.0,1417.0,,
-146.0,-640.0,-199.0,-83.0,,492.0,67.0,1040.0,,
-120.0,-626.0,-287.0,-49.0,,592.0,-112.0,20.0,,
-133.0,-640.0,-179.0,84.0,,417.0,-134.0,214.0,,
-74.0,-547.0,-231.0,231.0,,313.0,55.0,1040.0,,
-16.0,-311.0,-79.0,258.0,,407.0,51.0,951.0,,
19.0,-91.0,-7.0,183.0,,294.0,-270.0,667.0,,
13.0,101.0,27.0,204.0,,252.0,-468.0,-517.0,,
11.0,246.0,120.0,257.0,,300.0,-349.0,-1273.0,,
-8.0,383.0,94.0,273.0,,228.0,-101.0,-365.0,,
-37.0,524.0,199.0,231.0,,136.0,287.0,1742.0,,
-107.0,525.0,125.0,164.0,,116.0,648.0,3253.0,,
-148.0,335.0,91.0,63.0,,104.0,880.0,3131.0,,
-122.0,94.0,1.0,3.0,,-50.0,1058.0,1958.0,,
-141.0,-116.0,-78.0,70.0,,23.0,1067.0,-367.0,,
-135.0,-242.0,-109.0,89.0,,16.0,848.0,-1308.0,,
-145.0,-272.0,-88.0,85.0,,73.0,562.0,-428.0,,
-115.0,-240.0,-80.0,84.0,,548.0,477.0,482.0,,
-96.0,-124.0,-160.0,79.0,,496.0,492.0,759.0,,
-94.0,-8.0,-160.0,79.0,,267.0,435.0,11.0,,
-92.0,12.0,-225.0,93.0,,238.0,390.0,-49.0,,
-129.0,4.0,-202.0,154.0,,210.0,346.0,384.0,,
-105.0,44.0,-191.0,287.0,,258.0,161.0,521.0,,
-134.0,67.0,-167.0,318.0,,285.0,-9.0,727.0,,
-143.0,101.0,-129.0,223.0,,279.0,39.0,1411.0,,
-122.0,136.0,-79.0,252.0,,43.0,206.0,2098.0,,
-79.0,101.0,-46.0,206.0,,-31.0,361.0,2705.0,,
-36.0,162.0,22.0,193.0,,242.0,280.0,4329.0,,
-41.0,294.0,74.0,263.0,,333.0,79.0,4362.0,,
-10.0,356.0,-11.0,141.0,,16.0,9.0,2280.0,,
-28.0,374.0,-57.0,-16.0,,-151.0,75.0,-450.0,,
-49.0,353.0,-165.0,-16.0,,22.0,243.0,-2893.0,,
-56.0,362.0,-187.0,42.0,,160.0,397.0,-3281.0,,
-28.0,364.0,-250.0,-86.0,,115.0,521.0,-2644.0,,
-9.0,339.0,-295.0,-142.0,,-153.0,615.0,-1805.0,,
-77.0,414.0,-257.0,-195.0,,-78.0,690.0,-1705.0,,
-117.0,545.0,-176.0,-417.0,,310.0,768.0,-1215.0,,
-130.0,550.0,5.0,-335.0,,368.0,830.0,454.0,,
-127.0,383.0,96.0,-287.0,,35.0,766.0,1210.0,,
-154.0,106.0,156.0,-359.0,,-124.0,531.0,1845.0,,
-210.0,-216.0,156.0,-205.0,,-12.0,168.0,2616.0,,
-222.0,-417.0,82.0,-70.0,,-53.0,-106.0,4103.0,,
-225.0,-456.0,-66.0,-22.0,,16.0,-174.0,5119.0,,
-198.0,-357.0,-131.0,18.0,,110.0,-277.0,4552.0,,
-185.0,-210.0,-201.0,178.0,,100.0,-239.0,4561.0,,
-191.0,-143.0,-230.0,334.0,,179.0,-140.0,3342.0,,
-182.0,-230.0,-219.0,339.0,,202.0,-287.0,604.0,,
-142.0,-407.0,-275.0,265.0,,233.0,-508.0,-1284.0,,
-140.0,-442.0,-226.0,297.0,,280.0,-576.0,-2124.0,,
-198.0,-405.0,-272.0,300.0,,127.0,-427.0,-3789.0,,
-166.0,-355.0,-179.0,131.0,,-104.0,-205.0,-6147.0,,
-139.0,-266.0,-207.0,22.0,,-43.0,102.0,-6372.0,,
-132.0,-217.0,-239.0,-138.0,,228.0,423.0,-4896.0,,
-143.0,-141.0,-177.0,-346.0,,340.0,645.0,-1877.0,,
-101.0,-55.0,-196.0,-470.0,,190.0,686.0,1498.0,,
-70.0,13.0,-87.0,-451.0,,-155.0,570.0,3421.0,,
-74.0,94.0,-142.0,-416.0,,-171.0,567.0,4609.0,,
-32.0,110.0,25.0,-312.0,,186.0,684.0,5214.0,,
-38.0,59.0,18.0,-117.0,,265.0,742.0,5842.0,,
-19.0,-24.0,47.0,-7.0,,47.0,765.0,5275.0,,
-46.0,-126.0,132.0,148.0,,-61.0,800.0,3948.0,,
-32.0,-154.0,16.0,277.0,,70.0,584.0,3189.0,,
-103.0,-121.0,166.0,407.0,,33.0,223.0,1566.0,,
-129.0,-53.0,103.0,450.0,,-8.0,12.0,-205.0,,
-108.0,68.0,175.0,431.0,,234.0,-79.0,-2207.0,,
-155.0,241.0,102.0,449.0,,392.0,-291.0,-4430.0,,
-98.0,448.0,44.0,394.0,,475.0,-624.0,-5509.0,,
-104.0,486.0,18.0,331.0,,377.0,-702.0,-4573.0,,
-59.0,293.0,-102.0,298.0,,173.0,-587.0,-2352.0,,
-26.0,-33.0,-67.0,247.0,,193.0,-371.0,-990.0,,
65.0,-373.0,-196.0,159.0,,197.0,-112.0,655.0,,
84.0,-471.0,-90.0,168.0,,80.0,37.0,2468.0,,
63.0,-238.0,-116.0,120.0,,76.0,2.0,3989.0,,
92.0,143.0,-66.0,64.0,,211.0,-30.0,5764.0,,
81.0,330.0,-83.0,54.0,,300.0,157.0,6003.0,,
113.0,230.0,-137.0,44.0,,231.0,365.0,4689.0,,
58.0,31.0,-64.0,134.0,,79.0,433.0,2270.0,,
110.0,-157.0,-116.0,117.0,,79.0,330.0,-635.0,,
100.0,-253.0,-15.0,28.0,,137.0,276.0,-3660.0,,
107.0,-276.0,-81.0,-74.0,,-39.0,218.0,-5504.0,,
108.0,-274.0,-67.0,-128.0,,-207.0,-51.0,-4580.0,,
85.0,-200.0,-136.0,-149.0,,-227.0,-316.0,-2254.0,,
93.0,42.0,-161.0,-162.0,,-131.0,-312.0,820.0,,
45.0,265.0,-248.0,-127.0,,78.0,-104.0,2980.0,,
35.0,243.0,-338.0,-100.0,,162.0,4.0,3591.0,,
-38.0,52.0,-233.0,-57.0,,275.0,0.0,3030.0,,
-11.0,-256.0,-271.0,-51.0,,332.0,-161.0,1127.0,,
-70.0,-540.0,-165.0,-27.0,,157.0,-565.0,-724.0,,
-159.0,-744.0,-197.0,-15.0,,-85.0,-864.0,-1916.0,,
-252.0,-773.0,-144.0,64.0,,-292.0,-719.0,-1740.0,,
-247.0,-590.0,-126.0,153.0,,-130.0,-308.0,-844.0,,
-185.0,-277.0,-164.0,201.0,,151.0,74.0,559.0,,
-208.0,136.0,-159.0,262.0,,48.0,328.0,1729.0,,
-175.0,464.0,-201.0,247.0,,-140.0,358.0,1395.0,,
-243.0,587.0,-158.0,237.0,,-8.0,96.0,768.0,,
-196.0,437.0,-145.0,219.0,,187.0,-261.0,282.0,,
-182.0,200.0,-41.0,232.0,,151.0,-372.0,1520.0,,
-122.0,131.0,-65.0,207.0,,29.0,-293.0,3239.0,,
-117.0,219.0,52.0,186.0,,-84.0,-227.0,2536.0,,
-120.0,327.0,79.0,155.0,,-108.0,-155.0,266.0,,
-31.0,407.0,127.0,94.0,,115.0,-21.0,-2189.0,,
-63.0,582.0,247.0,88.0,,262.0,0.0,-2740.0,,
-4.0,746.0,153.0,29.0,,-24.0,-200.0,-1361.0,,
-27.0,783.0,175.0,29.0,,-265.0,-382.0,456.0,,
-32.0,701.0,53.0,92.0,,-135.0,-390.0,1273.0,,
-51.0,535.0,54.0,64.0,,121.0,-385.0,626.0,,
-22.0,414.0,-39.0,28.0,,-48.0,-425.0,142.0,,
25.0,383.0,-32.0,84.0,,-339.0,-397.0,-162.0,,
50.0,398.0,56.0,55.0,,-239.0,-357.0,53.0,,
99.0,341.0,-25.0,71.0,,-232.0,-263.0,689.0,,
111.0,147.0,53.0,77.0,,-124.0,-180.0,1182.0,,
166.0,-138.0,-68.0,-15.0,,46.0,-198.0,1130.0,,
156.0,-423.0,-60.0,7.0,,29.0,-206.0,-611.0,,
218.0,-580.0,-80.0,0.0,,-9.0,-186.0,-2873.0,,
213.0,-594.0,-57.0,-63.0,,87.0,-131.0,-3970.0,,
246.0,-548.0,6.0,-172.0,,190.0,-194.0,-2640.0,,
286.0,-534.0,-37.0,-258.0,,-21.0,-386.0,-301.0,,
285.0,-525.0,-53.0,-253.0,,-96.0,-520.0,1104.0,,
318.0,-418.0,-127.0,-269.0,,10.0,-467.0,1940.0,,
317.0,-255.0,-54.0,-247.0,,-52.0,-201.0,1936.0,,
328.0,-118.0,-105.0,-155.0,,-202.0,-29.0,2372.0,,
257.0,-36.0,-33.0,-72.0,,-90.0,-137.0,3139.0,,
237.0,-1.0,48.0,6.0,,131.0,-335.0,2738.0,,
197.0,-55.0,157.0,96.0,,141.0,-411.0,668.0,,
181.0,-263.0,272.0,82.0,,120.0,-314.0,-2754.0,,
105.0,-475.0,260.0,-37.0,,69.0,-180.0,-5310.0,,
38.0,-537.0,214.0,-104.0,,156.0,-83.0,-6234.0,,
28.0,-475.0,73.0,-198.0,,209.0,7.0,-4567.0,,
40.0,-353.0,76.0,-255.0,,87.0,42.0,-476.0,,
75.0,-183.0,-30.0,-162.0,,58.0,144.0,4000.0,,
19.0,32.0,-16.0,-103.0,,300.0,315.0,7226.0,,
39.0,307.0,-53.0,17.0,,640.0,412.0,7339.0,,
27.0,547.0,-83.0,164.0,,669.0,392.0,4547.0,,
39.0,546.0,-27.0,201.0,,548.0,230.0,-280.0,,
-39.0,396.0,-61.0,207.0,,446.0,41.0,-3689.0,,
-63.0,303.0,-69.0,252.0,,497.0,-123.0,-3662.0,,
-42.0,277.0,-86.0,286.0,,458.0,-163.0,-2581.0,,
-12.0,334.0,42.0,244.0,,306.0,-157.0,-1564.0,,
30.0,487.0,15.0,209.0,,308.0,-138.0,-1230.0,,
-31.0,636.0,-30.0,105.0,,410.0,-75.0,-713.0,,
4.0,661.0,-121.0,66.0,,563.0,-158.0,-393.0,,
-42.0,625.0,-202.0,39.0,,577.0,-342.0,-103.0,,
-9.0,534.0,-299.0,-35.0,,561.0,-525.0,903.0,,
-22.0,326.0,-422.0,-39.0,,392.0,-576.0,410.0,,
-23.0,91.0,-487.0,-86.0,,326.0,-511.0,-1049.0,,
13.0,-93.0,-588.0,-29.0,,402.0,-396.0,-1967.0,,
41.0,-119.0,-553.0,4.0,,400.0,-345.0,-748.0,,
89.0,-9.0,-512.0,-13.0,,396.0,-349.0,1849.0,,
42.0,38.0,-362.0,-13.0,,194.0,-253.0,2721.0,,
97.0,-69.0,-297.0,-107.0,,27.0,-101.0,1609.0,,
102.0,-238.0,-215.0,-193.0,,-148.0,84.0,-705.0,,
172.0,-328.0,-141.0,-218.0,,4.0,152.0,-2034.0,,
168.0,-349.0,-83.0,-274.0,,190.0,127.0,-2124.0,,
201.0,-296.0,-90.0,-329.0,,-77.0,159.0,-1435.0,,
230.0,-187.0,-179.0,-314.0,,-191.0,310.0,-83.0,,
215.0,-140.0,-191.0,-273.0,,-97.0,369.0,365.0,,
231.0,-248.0,-308.0,-208.0,,24.0,199.0,-29.0,,
189.0,-441.0,-275.0,-132.0,,-52.0,129.0,-940.0,,
271.0,-470.0,-372.0,42.0,,-212.0,237.0,-628.0,,
295.0,-254.0,-306.0,137.0,,-246.0,272.0,731.0,,
345.0,110.0,-283.0,107.0,,-63.0,96.0,1810.0,,
263.0,336.0,-267.0,93.0,,-61.0,-39.0,2198.0,,
220.0,201.0,-133.0,69.0,,-272.0,-54.0,861.0,,
217.0,-160.0,-180.0,-35.0,,-233.0,-58.0,-502.0,,
194.0,-518.0,-37.0,-129.0,,-184.0,-178.0,-1897.0,,
216.0,-586.0,-111.0,-151.0,,-15.0,-458.0,-3444.0,,
177.0,-343.0,-1.0,-220.0,,33.0,-571.0,-3981.0,,
220.0,-4.0,-67.0,-228.0,,83.0,-408.0,-3231.0,,
175.0,232.0,-117.0,-297.0,,198.0,-174.0,-879.0,,
197.0,312.0,12.0,-349.0,,164.0,-32.0,1714.0,,
188.0,248.0,-40.0,-356.0,,169.0,26.0,4018.0,,
199.0,-25.0,167.0,-356.0,,170.0,21.0,4547.0,,
214.0,-331.0,25.0,-269.0,,383.0,-10.0,2749.0,,
221.0,-539.0,58.0,-121.0,,385.0,-17.0,118.0,,
260.0,-612.0,-38.0,-93.0,,171.0,35.0,-2475.0,,
277.0,-481.0,-164.0,-220.0,,-12.0,112.0,-3412.0,,
373.0,-269.0,-86.0,-17.0,,7.0,134.0,-2849.0,,
398.0,-106.0,-281.0,182.0,,165.0,182.0,-1164.0,,
472.0,-40.0,-129.0,148.0,,198.0,149.0,77.0,,
482.0,-32.0,-219.0,81.0,,235.0,-31.0,-42.0,,
492.0,-12.0,-159.0,41.0,,85.0,-209.0,-375.0,,
486.0,-19.0,-104.0,6.0,,154.0,-309.0,-857.0,,
466.0,-84.0,-253.0,-190.0,,194.0,-277.0,-29.0,,
436.0,-140.0,-183.0,-142.0,,79.0,-215.0,995.0,,
358.0,-178.0,-317.0,-124.0,,-23.0,-306.0,801.0,,
333.0,-163.0,-284.0,-217.0,,-49.0,-450.0,-236.0,,
280.0,-98.0,-345.0,-249.0,,64.0,-510.0,-1629.0,,
293.0,-66.0,-408.0,-404.0,,35.0,-395.0,-1701.0,,
260.0,-45.0,-353.0,-423.0,,311.0,-84.0,-1271.0,,
259.0,-71.0,-334.0,-493.0,,383.0,77.0,-543.0,,
221.0,-112.0,-293.0,-446.0,,184.0,-14.0,51.0,,
168.0,-96.0,-292.0,-327.0,,21.0,-176.0,-391.0,,
167.0,-10.0,-224.0,-248.0,,53.0,-218.0,-1300.0,,
154.0,141.0,-205.0,-179.0,,270.0,20.0,-2675.0,,
156.0,263.0,-179.0,-160.0,,208.0,365.0,-3074.0,,
124.0,325.0,-208.0,35.0,,214.0,518.0,-2405.0,,
127.0,380.0,-263.0,123.0,,126.0,433.0,-1014.0,,
83.0,413.0,-414.0,159.0,,94.0,332.0,452.0,,
57.0,366.0,-454.0,134.0,,37.0,261.0,923.0,,
-14.0,276.0,-422.0,83.0,,12.0,166.0,1014.0,,
-45.0,226.0,-333.0,99.0,,60.0,102.0,236.0,,
-52.0,174.0,-116.0,58.0,,66.0,114.0,-521.0,,
-95.0,61.0,-77.0,-35.0,,258.0,100.0,-960.0,,
-116.0,-95.0,51.0,-183.0,,171.0,-66.0,-1114.0,,
-147.0,-207.0,-36.0,-221.0,,124.0,-302.0,-774.0,,
-109.0,-220.0,-93.0,-234.0,,47.0,-487.0,-1038.0,,
-129.0,-129.0,-136.0,-234.0,,173.0,-517.0,-818.0,,
-146.0,53.0,-298.0,-160.0,,225.0,-497.0,-199.0,,
-159.0,261.0,-223.0,-71.0,,19.0,-481.0,694.0,,
-159.0,438.0,-215.0,-79.0,,227.0,-406.0,1383.0,,
-154.0,433.0,-80.0,-90.0,,273.0,-297.0,774.0,,
-112.0,185.0,-54.0,-42.0,,267.0,-149.0,-349.0,,
-31.0,-102.0,-34.0,18.0,,197.0,75.0,-1625.0,,
25.0,-271.0,-79.0,100.0,,239.0,308.0,-1744.0,,
84.0,-223.0,-165.0,80.0,,388.0,334.0,-1450.0,,
92.0,21.0,-84.0,143.0,,390.0,183.0,-1605.0,,
154.0,289.0,-137.0,160.0,,396.0,-53.0,-1398.0,,
198.0,421.0,-9.0,246.0,,277.0,-144.0,-995.0,,
253.0,296.0,-41.0,337.0,,327.0,60.0,-216.0,,
294.0,39.0,-53.0,169.0,,319.0,203.0,-345.0,,
301.0,-162.0,-58.0,117.0,,237.0,150.0,-990.0,,
325.0,-254.0,-134.0,-67.0,,119.0,63.0,-1452.0,,
341.0,-201.0,46.0,-205.0,,52.0,86.0,-1807.0,,
357.0,-101.0,53.0,-201.0,,75.0,115.0,-1640.0,,
375.0,20.0,109.0,-332.0,,69.0,31.0,-1751.0,,
404.0,154.0,92.0,-339.0,,315.0,8.0,-923.0,,
360.0,196.0,107.0,-335.0,,363.0,54.0,428.0,,
367.0,102.0,175.0,-342.0,,273.0,154.0,1657.0,,
371.0,-103.0,129.0,-264.0,,135.0,223.0,2758.0,,
367.0,-293.0,90.0,-257.0,,-3.0,130.0,2331.0,,
352.0,-404.0,-38.0,-247.0,,150.0,104.0,744.0,,
325.0,-435.0,-53.0,-189.0,,223.0,176.0,-1995.0,,
359.0,-302.0,-122.0,-223.0,,338.0,215.0,-3996.0,,
327.0,-41.0,-51.0,-152.0,,409.0,242.0,-3828.0,,
310.0,202.0,-112.0,-85.0,,357.0,308.0,-2025.0,,
286.0,296.0,-128.0,-98.0,,322.0,487.0,696.0,,
237.0,170.0,-18.0,-63.0,,322.0,537.0,2130.0,,
165.0,-53.0,-61.0,-161.0,,353.0,317.0,2045.0,,
111.0,-225.0,116.0,-239.0,,258.0,118.0,652.0,,
51.0,-255.0,48.0,-283.0,,163.0,59.0,-1112.0,,
0.0,-176.0,76.0,-340.0,,82.0,0.0,-1762.0,,
36.0,-72.0,108.0,-280.0,,175.0,-96.0,-971.0,,
2.0,8.0,88.0,-210.0,,361.0,-257.0,837.0,,
-75.0,-9.0,54.0,-220.0,,400.0,-331.0,1461.0,,
-154.0,-27.0,-7.0,-176.0,,251.0,-221.0,637.0,,
-164.0,15.0,5.0,-59.0,,181.0,-176.0,-1359.0,,
-153.0,142.0,-162.0,75.0,,406.0,-172.0,-3680.0,,
-122.0,315.0,-46.0,173.0,,600.0,-120.0,-4475.0,,
-63.0,333.0,-162.0,96.0,,586.0,9.0,-3752.0,,
-2.0,163.0,-227.0,58.0,,388.0,228.0,-1699.0,,
99.0,-128.0,-100.0,44.0,,350.0,238.0,7.0,,
104.0,-442.0,-34.0,-8.0,,340.0,152.0,703.0,,
131.0,-627.0,89.0,-15.0,,398.0,314.0,511.0,,
136.0,-524.0,58.0,-51.0,,513.0,506.0,-210.0,,
170.0,-230.0,11.0,-120.0,,433.0,418.0,116.0,,
192.0,25.0,-88.0,-266.0,,461.0,151.0,530.0,,
